cruise,cast,niskin,date,latitude,longitude,depth,sample_type,replicate,doc,dtn,quality_flag,nearest_station,station_distance,date_analyzed,filename
AT46,9,12,2022-02-18 08:12:37,39.9514,-70.8766,37.203,cast,a,71.2,8.7,1,L10,1.389,2022-03-04,LTER_AT46_C9_N12
AT46,9,16,2022-02-18 08:16:01,39.9514,-70.8761,25.463,cast,a,71.2,8.0,1,L10,1.408,2022-03-04,LTER_AT46_C9_N16
AT46,9,20,2022-02-18 08:18:28,39.9513,-70.8758,7.591,cast,a,69.6,8.3,1,L10,1.409,2022-03-04,LTER_AT46_C9_N20
AT46,13,6,2022-02-19 03:29:17,40.1345,-70.7819,58.252,cast,a,70.6,10.7,1,L8,0.637,2022-03-04,LTER_AT46_C13_N6
AT46,13,6,2022-02-19 03:29:17,40.1345,-70.7819,58.252,cast,b,67.7,11.0,1,L8,0.637,2022-03-04,LTER_AT46_C13_N6_dup
AT46,13,10,2022-02-19 03:31:55,40.1344,-70.7820,44.625,cast,a,64.9,10.6,1,L8,0.653,2022-03-04,LTER_AT46_C13_N16_couldBeN10
AT46,13,19,2022-02-19 03:38:33,40.1335,-70.7830,7.312,cast,a,71.4,7.8,1,L8,0.771,2022-03-04,LTER_AT46_C13_N19
AT46,14,15,2022-02-19 06:12:51,40.2235,-70.8875,24.968,cast,a,73.6,8.2,1,L7,0.508,2022-03-03,LTER_AT46_C14_N15
AT46,14,21,2022-02-19 06:16:46,40.2231,-70.8880,4.486,cast,a,72.3,8.3,1,L7,0.565,2022-03-04,LTER_AT46_C14_N21
AT46,16,7,2022-02-19 23:41:10,40.8611,-70.8816,29.939,cast,a,85.6,6.6,1,L3,0.284,2022-03-03,LTER_AT46_C16_N7
AT46,16,12,2022-02-19 23:46:39,40.8607,-70.8822,7.297,cast,a,85.1,6.7,1,L3,0.300,2022-03-04,LTER_AT46_C16_N12
AT46,17,4,2022-02-20 01:19:14,41.0269,-70.8854,28.247,cast,a,85.9,4.4,1,L2,0.389,2022-03-03,LTER_AT46_C17_N4
AT46,17,9,2022-02-20 01:21:42,41.0267,-70.8854,15.573,cast,a,88.1,5.7,1,L2,0.404,2022-03-03,LTER_AT46_C17_N9
AT46,17,14,2022-02-20 01:23:38,41.0271,-70.8859,7.050,cast,a,87.0,5.1,1,L2,0.392,2022-03-03,LTER_AT46_C17_N14
AT46,23,2,2022-02-21 11:41:00,41.3240,-70.5629,12.151,cast,a,90.9,6.0,1,MVCO,0.335,2022-03-03,LTER_AT46_C23_N2
AT46,23,3,2022-02-21 11:43:51,41.3242,-70.5626,5.899,cast,a,87.7,4.9,1,MVCO,0.355,2022-03-03,LTER_AT46_C23_N3
AT46,23,7,2022-02-21 11:45:55,41.3242,-70.5626,2.002,cast,a,93.2,5.3,1,MVCO,0.352,2022-03-03,LTER_AT46_C23_N7
AT46,nan,nan,nan,nan,nan,nan,blank,a,4.6,0.0,1,nan,nan,2022-03-03,LTER_AT46_MQ_ship.2.21.22
AT46,nan,nan,nan,nan,nan,nan,blank,a,3.7,0.3,1,nan,nan,2022-03-03,LTER_MQ_Redfield
AR66B,1,4,2022-04-20 14:28:58,41.0307,-70.8825,30.336,cast,a,81.5,6.1,1,L2,0.100,2022-06-09,LTER_AR66B_C1_N4
AR66B,1,9,2022-04-20 14:33:33,41.0307,-70.8825,3.417,cast,a,84.0,5.8,1,L2,0.100,2022-06-09,LTER_AR66B_C1_N9
AR66B,2,4,2022-04-20 17:16:40,40.8630,-70.8832,34.125,cast,a,82.6,7.2,1,L3,0.035,2022-06-08,LTER_AR66B_C2_N4
AR66B,2,13,2022-04-20 17:22:26,40.8630,-70.8832,5.349,cast,a,76.4,7.0,1,L3,0.035,2022-06-08,LTER_AR66B_C2_N11
AR66B,4,8,2022-04-20 22:12:00,40.5125,-70.8822,35.093,cast,a,71.4,5.0,1,L5,0.131,2022-06-09,LTER_AR66B_C4_N8
AR66B,4,15,2022-04-20 22:17:15,40.5125,-70.8822,3.948,cast,a,70.2,5.1,1,L5,0.131,2022-06-09,LTER_AR66B_C4_N13
AR66B,6,12,2022-04-21 15:34:06,39.9398,-70.8815,80.097,cast,a,63.0,5.3,1,L10,0.155,2022-06-09,LTER_AR66B_C6_N13
AR66B,6,21,2022-04-21 15:43:07,39.9398,-70.8815,4.216,cast,a,69.4,6.4,1,L10,0.155,2022-06-08,LTER_AR66B_C6_N21
AR66B,8,2,2022-04-22 02:01:57,39.7733,-70.8820,502.819,cast,a,44.5,23.6,1,L11,0.111,2022-06-09,LTER_AR66B_C8_N2
AR66B,8,2,2022-04-22 02:01:57,39.7733,-70.8820,502.819,cast,b,47.1,25.7,1,L11,0.111,2022-06-08,LTER_AR66B_C8_N2_DOCdup
AR66B,8,11,2022-04-22 02:21:27,39.7733,-70.8820,83.045,cast,a,58.1,7.1,1,L11,0.111,2022-06-09,LTER_AR66B_C8_N11
AR66B,8,19,2022-04-22 02:28:37,39.7733,-70.8820,3.983,cast,a,59.9,5.8,1,L11,0.111,2022-06-09,LTER_AR66B_C8_N19
AR66B,15,15,2022-04-23 15:33:24,40.0982,-70.8847,23.143,cast,a,70.3,5.2,1,L9,0.117,2022-06-08,LTER_AR66B_C15_N15
AR66B,15,18,2022-04-23 15:35:48,40.0982,-70.8847,6.894,cast,a,69.8,3.8,1,L9,0.117,2022-06-08,LTER_AR66B_C15_N18
AR66B,15,18,2022-04-23 15:35:48,40.0982,-70.8847,6.894,cast,b,71.1,4.6,1,L9,0.117,2022-06-08,LTER_AR66B_C15_N18_dup
AR66B,15,20,2022-04-23 15:37:18,40.0982,-70.8847,4.223,cast,a,70.9,3.5,1,L9,0.117,2022-06-09,LTER_AR66B_C15_N20
AR66B,19,9,2022-04-24 14:28:15,40.2265,-70.8832,34.963,cast,a,72.2,6.5,1,L7,0.025,2022-06-08,LTER_AR66B_C19_N9
AR66B,19,12,2022-04-24 14:30:29,40.2265,-70.8832,24.753,cast,a,70.2,5.2,1,L7,0.025,2022-06-09,LTER_AR66B_C19_N12
AR66B,19,14,2022-04-24 14:33:02,40.2265,-70.8832,16.977,cast,a,70.8,3.9,1,L7,0.025,2022-06-09,LTER_AR66B_C19_N14
AR66B,19,20,2022-04-24 14:37:23,40.2265,-70.8832,3.090,cast,a,70.4,3.8,1,L7,0.025,2022-06-09,LTER_AR66B_C19_N20
AR66B,20,15,2022-04-24 22:24:25,40.1340,-70.7700,12.005,cast,a,70.5,4.4,1,L8,0.521,2022-06-09,LTER_AR66B_C20_N15
AR66B,20,18,2022-04-24 22:26:12,40.1340,-70.7700,2.825,cast,a,72.6,4.8,1,L8,0.521,2022-06-08,LTER_AR66B_C20_N18
AR66B,22,8,2022-04-25 21:22:53,40.3617,-70.8760,22.037,cast,a,70.9,6.5,1,L6,0.646,2022-06-08,LTER_AR66B_C22_N8
AR66B,22,14,2022-04-25 21:27:46,40.3617,-70.8760,3.181,cast,a,70.9,4.1,1,L6,0.646,2022-06-09,LTER_AR66B_C22_N14
AR66B,22,14,2022-04-25 21:27:46,40.3617,-70.8760,3.181,cast,b,70.2,5.5,1,L6,0.646,2022-06-08,LTER_AR66B_C22_N14
AR66B,nan,nan,nan,nan,nan,nan,blank,a,1.7,-0.3,1,nan,nan,2022-06-09,LTER_AR66B_MilliQ
AR66B,nan,nan,nan,nan,nan,nan,blank,a,7.4,-0.4,1,nan,nan,2022-06-09,LTER_AR66B_MilliQ_redLid
AR66B,nan,nan,nan,nan,nan,nan,blank,a,3.8,-0.1,1,nan,nan,2022-06-09,LTER_Redfield_MilliQ
EN687,1,3,2022-07-29 19:22:10,41.1897,-70.8755,16.013,cast,a,84.3,4.8,1,L1,1.018,2022-02-20,'LTER_EN687_C1N3'
EN687,1,15,2022-07-29 19:26:48,41.1896,-70.8744,3.468,cast,a,86.1,6.3,1,L1,1.082,2022-02-20,'LTER_EN687_C1N15'
EN687,1,15,2022-07-29 19:26:48,41.1896,-70.8744,3.468,cast,b,92.8,5.4,1,L1,1.082,2022-02-20,'LTER_EN687_C1N15_dup'
EN687,2,8,2022-07-30 03:05:31,41.0266,-70.8831,25.184,cast,a,75.9,6.7,1,L2,0.376,2022-02-20,'LTER_EN687_C2N8'
EN687,2,10,2022-07-30 03:07:02,41.0264,-70.8829,13.464,cast,a,76.3,5.4,1,L2,0.399,2022-02-20,'LTER_EN687_C2N10'
EN687,2,16,2022-07-30 03:09:12,41.0262,-70.8826,3.012,cast,a,83.3,6.1,1,L2,0.421,2022-02-20,'LTER_EN687_C2N16'
EN687,5,7,2022-07-30 11:52:53,40.7023,-70.8849,30.255,cast,a,82.5,5.0,1,L4,0.637,2022-02-20,'LTER_EN687_C5N7'
EN687,5,16,2022-07-30 11:55:13,40.7028,-70.8852,15.782,cast,a,81.6,4.6,1,L4,0.699,2022-02-20,'LTER_EN687_C5N16'
EN687,5,18,2022-07-30 11:57:38,40.7033,-70.8854,2.871,cast,a,89.6,5.0,1,L4,0.757,2022-02-20,'LTER_EN687_C5N18'
EN687,6,2,2022-07-30 14:15:10,40.5150,-70.8908,70.794,cast,a,61.9,11.9,1,L5,0.665,2022-02-20,'LTER_EN687_C6N2'
EN687,6,8,2022-07-30 14:19:55,40.5158,-70.8930,33.392,cast,a,70.2,7.1,1,L5,0.865,2022-02-20,'LTER_EN687_C6N8'
EN687,6,15,2022-07-30 14:26:32,40.5167,-70.8951,2.999,cast,a,91.6,5.0,1,L5,1.068,2022-02-20,'LTER_EN687_C6N15'
EN687,7,1,2022-07-31 06:32:00,39.9218,-70.8903,483.425,cast,a,45.7,26.3,1,L10,2.109,2022-02-20,'LTER_EN687_C7N1'
EN687,7,5,2022-07-31 06:48:15,39.9194,-70.8948,92.769,cast,a,56.4,12.8,1,L10,2.492,2022-02-20,'LTER_EN687_C7N5'
EN687,7,8,2022-07-31 06:55:04,39.9184,-70.8972,30.771,cast,a,69.2,5.6,1,L10,2.672,2022-02-20,'LTER_EN687_C7N8'
EN687,7,19,2022-07-31 07:01:35,39.9178,-70.8997,3.318,cast,a,87.4,4.8,1,L10,2.839,2022-02-20,'LTER_EN687_C7N19'
EN687,7,19,2022-07-31 07:01:35,39.9178,-70.8997,3.318,cast,b,84.1,5.8,1,L10,2.839,2022-02-20,'LTER_EN687_C7N19_dup'
EN687,10,2,2022-07-31 16:06:06,39.7789,-70.8878,500.560,cast,a,45.9,21.7,1,L11,0.734,2022-02-20,'LTER_EN687_C10N2'
EN687,10,2,2022-07-31 16:06:06,39.7789,-70.8878,500.560,cast,b,44.4,25.2,1,L11,0.734,2022-02-20,'LTER_EN687_C10N2_dup'
EN687,10,4,2022-07-31 16:17:10,39.7805,-70.8904,90.498,cast,a,48.4,19.7,1,L11,1.003,2022-02-20,'LTER_EN687_C10N4'
EN687,10,9,2022-07-31 16:23:31,39.7816,-70.8916,37.363,cast,a,61.9,4.6,1,L11,1.166,2022-02-20,'LTER_EN687_C10N9'
EN687,10,19,2022-07-31 16:30:15,39.7830,-70.8927,2.767,cast,a,78.5,4.3,1,L11,1.341,2022-02-20,'LTER_EN687_C10N19'
EN687,13,5,2022-08-01 07:55:48,40.0909,-70.8808,90.291,cast,a,60.2,10.8,1,L9,0.845,2022-02-20,'LTER_EN687_C13N5'
EN687,13,12,2022-08-01 08:02:33,40.0895,-70.8796,32.024,cast,a,66.6,6.0,1,L9,1.024,2022-02-20,'LTER_EN687_C13N12'
EN687,13,19,2022-08-01 08:07:33,40.0889,-70.8786,3.446,cast,a,91.8,5.7,1,L9,1.116,2022-02-20,'LTER_EN687_C13N19'
EN687,16,2,2022-08-01 13:35:15,40.1436,-70.7730,89.845,cast,a,55.7,11.0,1,L8,0.787,2022-02-20,'LTER_EN687_C16N2'
EN687,16,9,2022-08-01 13:41:56,40.1445,-70.7735,36.361,cast,a,69.9,4.0,1,L8,0.877,2022-02-20,'LTER_EN687_C16N9'
EN687,16,19,2022-08-01 13:47:19,40.1452,-70.7737,2.708,cast,a,85.8,5.2,1,L8,0.945,2022-02-20,'LTER_EN687_C16N19'
EN687,18,2,2022-08-02 03:28:21,40.3602,-70.8818,88.273,cast,a,60.5,14.2,1,L6,0.366,2022-02-20,'LTER_EN687_C18N2'
EN687,18,10,2022-08-02 03:41:21,40.3591,-70.8784,19.126,cast,a,82.5,4.2,1,L6,0.620,2022-02-20,'LTER_EN687_C18N10'
EN687,18,19,2022-08-02 03:47:15,40.3587,-70.8770,3.324,cast,a,83.3,5.5,1,L6,0.743,2022-02-20,'LTER_EN687_C18N19'
EN687,21,3,2022-08-02 11:05:47,40.2279,-70.8752,94.784,cast,a,52.8,16.4,1,L7,0.700,2022-02-20,'LTER_EN687_C21N3'
EN687,21,10,2022-08-02 11:15:17,40.2273,-70.8723,31.671,cast,a,73.4,4.0,1,L7,0.938,2022-02-20,'LTER_EN687_C21N10'
EN687,21,18,2022-08-02 11:20:10,40.2269,-70.8706,2.923,cast,a,88.2,4.9,1,L7,1.079,2022-02-20,'LTER_EN687_C21N18'
EN687,22,7,2022-08-02 21:22:17,40.8632,-70.8770,23.742,cast,a,77.5,5.1,1,L3,0.533,2022-02-20,'LTER_EN687_C22N7'
EN687,22,14,2022-08-02 21:27:02,40.8634,-70.8755,3.212,cast,a,87.4,4.6,1,L3,0.655,2022-02-20,'LTER_EN687_C22N14'
EN695,1,5,2023-01-11 20:00:38,41.1979,-70.8854,16.998,C,a,87.6,6.8,1,L1,0.221,2023-02-05,LTER_EN695_C1N5
EN695,1,24,2023-01-11 20:06:53,41.1983,-70.8866,2.994,C,a,81.8,5.3,1,L1,0.329,2023-02-05,LTER_EN695_C1N24
EN695,2,1,2023-01-12 03:35:27,40.3650,-70.8851,86.451,C,a,62.2,9.2,1,L6,0.244,2023-02-05,LTER_EN695_C2N1
EN695,2,11,2023-01-12 03:46:43,40.3674,-70.8873,25.185,C,a,69.7,6.6,1,L6,0.565,2023-02-05,LTER_EN695_C2N11
EN695,2,18,2023-01-12 03:50:05,40.3681,-70.8877,2.907,C,a,72.1,6.8,1,L6,0.652,2023-02-05,LTER_EN695_C2N18
EN695,3,9,2023-01-12 07:04:00,40.0493,-70.8812,93.169,C,a,62.8,7.5,1,L9.5,3.345,2023-02-07,LTER_EN695_C3N9
EN695,3,16,2023-01-12 07:09:33,40.0500,-70.8810,39.754,C,a,66.2,6.8,1,L9.5,3.428,2023-02-07,LTER_EN695_C3N16
EN695,3,21,2023-01-12 07:13:56,40.0506,-70.8808,3.741,C,a,62.6,9.2,1,L9.5,3.491,2023-02-05,LTER_EN695_C3N21
EN695,4,9,2023-01-12 09:51:45,39.9485,-70.8754,99.984,C,a,63.4,6.2,1,L10,1.160,2023-02-05,LTER_EN695_C4N9
EN695,4,12,2023-01-12 09:56:13,39.9493,-70.8747,70.264,C,a,63.6,5.5,1,L10,1.263,2023-02-05,LTER_EN695_C4N12
EN695,4,20,2023-01-12 10:02:55,39.9504,-70.8737,2.911,C,a,67.4,6.0,1,L10,1.421,2023-02-05,LTER_EN695_C4N20
EN695,4,20,2023-01-12 10:02:55,39.9504,-70.8737,2.911,C,b,66.7,6.7,1,L10,1.421,2023-02-07,LTER_EN695_C4N20_duplicate
EN695,5,2,2023-01-12 12:35:47,39.7790,-70.8871,501.211,C,a,47.2,22.9,1,L11,0.712,2023-02-05,LTER_EN695_C5N2
EN695,5,2,2023-01-12 12:35:47,39.7790,-70.8871,501.211,C,b,48.4,24.0,1,L11,0.712,2023-02-07,LTER_EN695_C5N2_duplicate
EN695,5,6,2023-01-12 12:48:24,39.7811,-70.8854,90.361,C,a,62.1,8.0,1,L11,0.880,2023-02-05,LTER_EN695_C5N6
EN695,5,12,2023-01-12 12:54:03,39.7820,-70.8847,24.861,C,a,86.0,6.1,1,L11,0.969,2023-02-05,LTER_EN695_C5N12
EN695,5,19,2023-01-12 12:58:09,39.7827,-70.8846,3.172,C,a,68.4,6.2,1,L11,1.045,2023-02-07,LTER_EN695_C5N19
EN695,6,2,2023-01-12 20:27:51,40.1519,-70.8811,129.895,C,a,56.6,14.1,1,L9,5.955,2023-02-07,LTER_EN695_C6N2
EN695,6,14,2023-01-12 20:41:00,40.1524,-70.8771,20.277,C,a,72.3,5.5,1,L9,6.035,2023-02-05,LTER_EN695_C6N14
EN695,6,19,2023-01-12 20:42:55,40.1525,-70.8766,5.572,C,a,74.2,5.1,1,L9,6.048,2023-02-05,LTER_EN695_C6N19
EN695,7,2,2023-01-12 22:48:56,40.2590,-70.8819,113.142,C,a,56.8,9.5,1,L7,3.593,2023-02-05,LTER_EN695_C7N2
EN695,7,14,2023-01-12 23:00:05,40.2593,-70.8792,20.818,C,a,73.5,5.9,1,L7,3.635,2023-02-05,LTER_EN695_C7N14
EN695,7,19,2023-01-12 23:02:41,40.2594,-70.8786,4.631,C,a,70.2,5.1,1,L7,3.658,2023-02-05,LTER_EN695_C7N19
EN695,8,11,2023-01-13 02:08:12,40.5145,-70.8844,20.087,C,a,72.2,9.2,1,L5,0.164,2023-02-05,LTER_EN695_C8N11
EN695,8,19,2023-01-13 02:10:12,40.5145,-70.8838,5.496,C,a,72.5,9.4,1,L5,0.140,2023-02-07,LTER_EN695_C8N19_couldBeN14
EN695,9,6,2023-01-13 04:27:07,40.6971,-70.8822,40.396,C,a,74.2,6.3,1,L4,0.102,2023-02-05,LTER_EN695_C9N6
EN695,9,24,2023-01-13 04:32:17,40.6971,-70.8810,5.204,C,a,70.7,5.6,1,L4,0.197,2023-02-05,LTER_EN695_C9N24
EN695,10,4,2023-01-13 07:11:48,40.8623,-70.8817,34.968,C,a,78.4,6.2,1,L3,0.175,2023-02-05,LTER_EN695_C10N4
EN695,10,19,2023-01-13 07:16:25,40.8623,-70.8804,5.775,C,a,77.1,7.0,1,L3,0.265,2023-02-05,LTER_EN695_C10N19
EN695,11,12,2023-01-13 10:24:50,41.0214,-70.8823,4.766,C,a,82.9,7.0,1,L2,0.959,2023-02-07,LTER_EN695_C11N12
EN695,16,5,2023-01-14 20:44:11,41.3126,-70.5806,3.530,C,a,82.5,5.0,1,MVCO,1.798,2023-02-05,LTER_EN695_C16N5
EN695,nan,nan,nan,nan,nan,nan,blank,a,2.4,0.0,1,nan,nan,2023-02-05,LTER_EN695_MQblankOnShip.1.14.23
HRS2303,1,9,2023-04-29 10:57:03,41.3269,-70.5641,1.476,cast,a,107.0,7.1,1,MVCO,0.306,2023-09-19,'LTER_HRS2303_C1N9'
HRS2303,2,10,2023-05-02 20:08:22,41.2000,-70.8847,3.752,cast,a,90.9,6.4,1,L1,0.383,2023-09-20,'LTER_HRS2303_C2N10'
HRS2303,3,6,2023-05-03 04:31:07,40.5129,-70.8836,32.313,cast,a,71.9,8.7,1,L5,0.048,2023-09-19,'LTER_HRS2303_C3N6'
HRS2303,3,12,2023-05-03 04:36:16,40.5131,-70.8830,4.158,cast,a,72.4,5.3,1,L5,0.037,2023-09-19,'LTER_HRS2303_C3N12'
HRS2303,4,3,2023-05-03 08:43:43,40.2560,-70.8857,89.235,cast,a,61.4,12.0,1,L7,3.256,2023-09-19,'LTER_HRS2303_C4N3'
HRS2303,4,9,2023-05-03 08:52:27,40.2568,-70.8859,24.922,cast,a,69.1,4.5,1,L7,3.352,2023-09-20,'LTER_HRS2303_C4N9'
HRS2303,4,11,2023-05-03 08:55:04,40.2570,-70.8859,2.892,cast,a,74.8,5.1,1,L7,3.376,2023-09-19,'LTER_HRS2303_C4N11'
HRS2303,5,4,2023-05-03 11:07:53,40.1547,-70.8821,82.537,cast,a,63.9,7.6,1,L9,6.266,2023-09-20,'LTER_HRS2303_C5N4'
HRS2303,5,9,2023-05-03 11:15:31,40.1551,-70.8828,30.128,cast,a,71.8,8.0,1,L9,6.303,2023-09-19,'LTER_HRS2303_C5N9'
HRS2303,5,12,2023-05-03 11:19:50,40.1556,-70.8826,2.804,cast,a,68.2,2.9,1,L9,6.367,2023-09-20,'LTER_HRS2303_C5N12'
HRS2303,5,12,2023-05-03 11:19:50,40.1556,-70.8826,2.804,cast,b,68.2,5.3,1,L9,6.367,2023-09-19,'LTER_HRS2303_C5N12_dup'
HRS2303,6,5,2023-05-03 13:33:55,40.0451,-70.8779,80.020,cast,a,65.3,7.9,1,L9.5,2.916,2023-09-19,'LTER_HRS2303_C6N5'
HRS2303,6,9,2023-05-03 13:40:33,40.0443,-70.8770,17.846,cast,a,69.8,2.8,1,L9.5,2.840,2023-09-20,'LTER_HRS2303_C6N9'
HRS2303,6,12,2023-05-03 13:42:14,40.0441,-70.8767,3.163,cast,a,72.5,4.6,1,L9.5,2.826,2023-09-19,'LTER_HRS2303_C6N12'
HRS2303,7,2,2023-05-03 18:38:43,39.9389,-70.8724,443.396,cast,a,49.3,26.9,1,L10,0.938,2023-09-19,'LTER_HRS2303_C7N2'
HRS2303,7,5,2023-05-03 19:04:41,39.9383,-70.8683,89.769,cast,a,59.9,11.2,1,L10,1.298,2023-09-19,'LTER_HRS2303_C7N5'
HRS2303,7,5,2023-05-03 19:04:41,39.9383,-70.8683,89.769,cast,b,63.3,9.4,1,L10,1.298,2023-09-19,'LTER_HRS2303_C7N5_dup'
HRS2303,7,10,2023-05-03 19:12:08,39.9383,-70.8667,27.355,cast,a,67.5,5.0,1,L10,1.428,2023-09-19,'LTER_HRS2303_C7N10'
HRS2303,7,12,2023-05-03 19:15:53,39.9383,-70.8660,2.088,cast,a,69.6,5.7,1,L10,1.487,2023-09-19,'LTER_HRS2303_C7N12'
HRS2303,8,1,2023-05-03 23:21:31,39.7664,-70.8890,495.316,cast,a,47.0,24.4,1,L11,0.907,2023-09-20,'LTER_HRS2303_C8N1a'
HRS2303,8,1,2023-05-03 23:21:31,39.7664,-70.8890,495.316,cast,b,47.0,28.4,1,L11,0.907,2023-09-19,'LTER_HRS2303_C8N13_couldBe_c8N1B'
HRS2303,8,6,2023-05-03 23:49:56,39.7638,-70.8934,98.862,cast,a,61.3,11.7,1,L11,1.368,2023-09-19,'LTER_HRS2303_C8N6'
HRS2303,8,9,2023-05-03 23:56:58,39.7632,-70.8946,28.319,cast,a,67.4,6.2,1,L11,1.480,2023-09-19,'LTER_HRS2303_C8N9'
HRS2303,8,11,2023-05-04 00:03:02,39.7628,-70.8956,2.557,cast,a,71.3,4.5,1,L11,1.567,2023-09-19,'LTER_HRS2303_C8N11'
HRS2303,9,2,2023-05-04 13:54:43,40.3621,-70.8898,88.122,cast,a,66.3,12.3,1,L6,0.564,2023-09-19,'LTER_HRS2303_C9N2'
HRS2303,9,7,2023-05-04 14:04:46,40.3630,-70.8916,25.079,cast,a,66.7,3.2,1,L6,0.704,2023-09-20,'LTER_HRS2303_C9N7'
HRS2303,9,11,2023-05-04 14:10:22,40.3635,-70.8922,2.450,cast,a,74.1,6.4,1,L6,0.756,2023-09-19,'LTER_HRS2303_C9N11'
HRS2303,9,11,2023-05-04 14:10:22,40.3635,-70.8922,2.450,cast,b,68.9,2.9,1,L6,0.756,2023-09-20,'LTER_HRS2303_C9N11_dup'
HRS2303,10,5,2023-05-04 18:48:25,40.6968,-70.8866,35.343,cast,a,77.3,6.5,1,L4,0.279,2023-09-19,'LTER_HRS2303_C10N5'
HRS2303,10,12,2023-05-04 18:55:01,40.6961,-70.8870,5.286,cast,a,70.7,2.9,1,L4,0.324,2023-09-20,'LTER_HRS2303_C10N12'
HRS2303,11,6,2023-05-04 22:31:33,40.8651,-70.8885,30.805,cast,a,73.7,5.4,1,L3,0.478,2023-09-19,'LTER_HRS2303_C11N6'
HRS2303,11,6,2023-05-04 22:31:33,40.8651,-70.8885,30.805,cast,b,69.9,4.1,1,L3,0.478,2023-09-20,'LTER_HRS2303_C11N6_dup'
HRS2303,11,12,2023-05-04 22:38:57,40.8643,-70.8900,2.425,cast,a,75.6,3.9,1,L3,0.576,2023-09-19,'LTER_HRS2303_C11N12'
HRS2303,12,9,2023-05-05 01:37:00,41.0296,-70.8835,24.217,cast,a,80.6,5.0,1,L2,0.046,2023-09-20,'LTER_HRS2303_C12N9'
HRS2303,12,12,2023-05-05 01:39:36,41.0290,-70.8836,2.399,cast,a,85.5,6.5,1,L2,0.113,2023-09-19,'LTER_HRS2303_C12N12'
EN706,1,13,2023-08-07 17:37:02,41.1982,-70.8810,2.976,C,a,94.4,5.6,1,L1,0.259,2023-11-19,'LTER_EN706_C1N13'
EN706,2,20,2023-08-08 06:41:53,41.0313,-70.8760,4.090,C,a,97.9,7.4,1,L2,0.631,2023-11-19,'LTER_EN706_C2N20'
EN706,5,9,2023-08-08 15:52:14,40.6926,-70.8795,25.442,C,a,86.2,5.9,1,L4,0.556,2023-11-19,'LTER_EN706_C5N9'
EN706,5,18,2023-08-08 15:56:42,40.6920,-70.8791,4.072,C,a,86.9,6.0,1,L4,0.629,2023-11-19,'LTER_EN706_C5N18'
EN706,6,8,2023-08-08 20:49:44,40.5107,-70.8809,31.938,C,a,81.5,5.9,1,L5,0.351,2023-11-19,'LTER_EN706_C6N8'
EN706,6,19,2023-08-08 20:55:32,40.5099,-70.8807,4.258,C,a,90.3,5.3,1,L5,0.437,2023-11-19,'LTER_EN706_C6N19_messyLabel_wasN16'
